Title,Talks about LLMs,Rate,Evidence
A Survey of using Large Language Models for Generating Infrastructure as Code,Yes.,2.,"""In this survey, we delve into the details of IaC, usage of IaC in different platforms, their challenges, LLMs in terms of code-generation aspects and the importance of LLMs in IaC along with our own experiments. Finally, we conclude by presenting the challenges in this area and highlighting the scope for future research."""
Injecting New Knowledge into Large Language Models via Supervised Fine-Tuning,Yes.,4.,"""However, adapting these models to incorporate new, out-of-domain knowledge remains a challenge, particularly for facts and events that occur after the model's knowledge cutoff date."" This indicates a significant limitation of LLMs, which the paper addresses in detail through the investigation of Supervised Fine-Tuning (SFT) as a method for knowledge injection."
"DataAgent: Evaluating Large Language Models' Ability to Answer Zero-Shot, Natural Language Queries",yes.,1.,"The abstract discusses the use of OpenAI's GPT-3.5 as a ""Language Data Scientist"" and its ability to answer data science queries effectively. However, it does not mention any limitations of the model. The focus is on the model's potential and success in performing tasks, without addressing any shortcomings or constraints."
On-the-fly Definition Augmentation of LLMs for Biomedical NER,Yes.,4.,"""Despite their general capabilities, LLMs still struggle on biomedical NER tasks, which are difficult due to the presence of specialized terminology and lack of training data."" This sentence explicitly mentions the limitations of LLMs in the context of biomedical Named Entity Recognition (NER) tasks. The paper discusses these limitations in the context of improving LLM performance through definition augmentation and careful prompting strategies."
ITCMA: A Generative Agent Based on a Computational Consciousness Structure,Yes.,4.,"""Large Language Models (LLMs) still face challenges in tasks requiring understanding implicit instructions and applying common-sense knowledge. In such scenarios, LLMs may require multiple attempts to achieve human-level performance, potentially leading to inaccurate responses or inferences in practical environments, affecting their long-term consistency and behavior."""
Retrieval-Enhanced Knowledge Editing for Multi-Hop Question Answering in Language Models,Yes.,4.,"""Large Language Models (LLMs) have shown proficiency in question-answering tasks but often struggle to integrate real-time knowledge updates, leading to potentially outdated or inaccurate responses. This problem becomes even more challenging when dealing with multi-hop questions since they require LLMs to update and integrate multiple knowledge pieces relevant to the questions."""
Mixed Preference Optimization: Reinforcement Learning with Data Selection and Better Reference Model,Yes.,4.,"""Large Language Models (LLMs) have become increasingly popular due to their ability to process and generate natural language. However, as they are trained on massive datasets of text, LLMs can inherit harmful biases and produce outputs that are not aligned with human values. This paper studies two main approaches to LLM alignment"
FACTOID: FACtual enTailment fOr hallucInation Detection,Yes.,5.,"""The widespread adoption of Large Language Models (LLMs) has facilitated numerous benefits. However, hallucination is a significant concern. ... This paper argues that conventional TE methods are inadequate for spotting hallucinations in content generated by LLMs. ... To address this, we introduces a new type of TE called ``Factual Entailment (FE).'', aims to detect factual inaccuracies in"
Dual Instruction Tuning with Large Language Models for Mathematical Reasoning,Yes.,4.,"""Despite the fine-tuned LLMs, challenges persist, such as incorrect, missing, and redundant steps in CoT generation leading to inaccuracies in answer predictions."""
Boosting Conversational Question Answering with Fine-Grained Retrieval-Augmentation and Self-Check,Yes.,2.,"The abstract mentions that Retrieval-Augmented Generation (RAG) aims to ""generate more reliable and accurate responses, by augmenting large language models (LLMs) with the external vast and dynamic knowledge."" This indicates a recognition of some limitations of LLMs in terms of reliability and accuracy, but these limitations are mentioned as secondary points and not discussed in detail. The primary focus is on"
